0|PHAM MINH|HOA|0|2
VT2|66|41196|4.000000
VT4|64|16705|4.000000
VT5|95|40093|4.000000
VT6|88|39141|0.000000
VT6|67|24606|3.000000
21|MAI VAN|HONG|1|2
HD42|28/07/2021|X|5
VT0|69|27841|1.000000
VT2|33|31634|3.000000
VT2|57|11355|3.000000
VT6|74|16652|4.000000
VT7|52|14186|0.000000
HD43|28/07/2021|N|5
VT0|30|31080|4.000000
VT3|46|24256|0.000000
VT3|31|15454|2.000000
VT6|46|23452|2.000000
VT7|79|14213|4.000000
22|LE MINH|DAO|0|2
HD44|28/07/2021|X|5
VT0|41|34155|0.000000
VT2|33|16923|1.000000
VT2|80|23653|0.000000
VT2|73|13561|0.000000
VT3|39|13676|5.000000
HD45|28/07/2021|N|5
VT1|63|40003|1.000000
VT4|45|22392|5.000000
VT7|75|16410|0.000000
VT8|80|15589|4.000000
VT8|30|30259|5.000000
23|TANG HUYNH|HOA|1|2
HD46|28/07/2021|X|5
VT0|80|13039|2.000000
VT5|85|35269|3.000000
VT7|33|26215|3.000000
VT8|75|24700|2.000000
VT8|95|19961|1.000000
HD47|28/07/2021|N|5
VT0|69|35898|2.000000
VT1|61|16541|5.000000
VT2|77|11954|4.000000
VT4|94|34774|1.000000
VT7|88|28132|3.000000
24|LE VAN|LAN|0|2
HD48|28/07/2021|X|5
VT3|56|24295|5.000000
VT3|58|31363|2.000000
VT3|35|20008|4.000000
VT4|77|11071|1.000000
VT8|85|17200|1.000000
HD49|28/07/2021|N|5
VT6|88|16816|0.000000
VT6|33|22249|4.000000
VT6|36|25629|0.000000
VT9|81|17864|5.000000
VT9|30|14693|2.000000
25|MAI TIEN|TRI|1|2
HD50|28/07/2021|X|5
VT0|45|15686|4.000000
VT1|35|16064|3.000000
VT2|60|39873|1.000000
VT5|73|41762|3.000000
VT6|57|39087|2.000000
HD51|28/07/2021|N|5
VT4|44|33556|5.000000
VT6|94|39152|1.000000
VT6|54|36630|1.000000
VT6|42|22268|4.000000
VT7|81|34307|4.000000
26|PHAM DINH|LE|0|2
HD52|28/07/2021|X|5
VT1|35|40114|2.000000
VT2|95|39704|2.000000
VT8|67|20866|2.000000
VT8|63|10248|2.000000
VT9|52|17479|5.000000
HD53|28/07/2021|N|5
VT2|48|24600|3.000000
VT2|36|40807|2.000000
VT6|34|31196|5.000000
VT7|51|13925|4.000000
VT8|54|22022|2.000000
27|TANG VAN|DAO|1|2
HD54|28/07/2021|X|5
VT2|52|30448|0.000000
VT5|80|14575|3.000000
VT6|32|28397|1.000000
VT8|50|23851|2.000000
VT9|94|26925|1.000000
HD55|28/07/2021|N|5
VT0|88|20940|3.000000
VT1|60|41754|4.000000
VT2|47|11655|0.000000
VT4|32|36946|3.000000
VT8|57|37663|5.000000
28|NGUYEN DINH|DAO|0|2
HD56|28/07/2021|X|5
VT0|53|24333|2.000000
VT1|69|10475|2.000000
VT4|77|22570|2.000000
VT7|67|38962|2.000000
VT9|30|27469|3.000000
HD57|28/07/2021|N|5
VT1|91|29949|3.000000
VT3|54|17636|0.000000
VT4|30|19970|4.000000
VT7|65|20004|1.000000
VT7|85|26336|0.000000
29|TRAN DINH|MIT|1|2
HD58|28/07/2021|X|5
VT1|67|30289|3.000000
VT1|74|17085|1.000000
VT2|72|18194|0.000000
VT4|49|28819|1.000000
VT6|75|17572|0.000000
HD59|28/07/2021|N|5
VT2|64|27968|3.000000
VT3|75|26074|0.000000
VT5|43|19573|3.000000
VT5|72|12609|4.000000
VT5|76|17585|4.000000
30|HOANG DINH|MIT|0|2
HD60|28/07/2021|X|5
VT0|72|10474|1.000000
VT2|81|35391|4.000000
VT4|82|11364|1.000000
VT4|52|18779|2.000000
VT8|94|29426|0.000000
HD61|28/07/2021|N|5
VT2|84|15967|5.000000
VT2|60|33439|2.000000
VT2|91|35547|3.000000
VT3|69|10754|4.000000
VT5|36|40195|0.000000
31|HOANG TIEN|TRI|1|2
HD62|28/07/2021|X|5
VT4|59|39486|4.000000
VT5|78|36806|4.000000
VT6|45|40974|5.000000
VT7|37|27692|2.000000
VT8|41|27223|4.000000
HD63|28/07/2021|N|5
VT2|50|33856|3.000000
VT3|81|36948|0.000000
VT3|57|36222|0.000000
VT4|39|16486|3.000000
VT8|76|24776|1.000000
32|LE DINH|TRI|0|2
HD64|28/07/2021|X|5
VT3|65|17534|0.000000
VT7|55|27612|5.000000
VT8|34|15545|3.000000
VT8|86|17727|1.000000
VT8|84|31991|1.000000
HD65|28/07/2021|N|5
VT0|68|38149|2.000000
VT1|78|18850|5.000000
VT3|52|29793|2.000000
VT8|73|34237|1.000000
VT9|39|10681|5.000000
33|DO MINH|HOA|1|2
HD66|28/07/2021|X|5
VT2|49|32830|2.000000
VT4|54|11381|3.000000
VT7|67|18023|5.000000
VT7|60|23877|0.000000
VT9|60|12327|2.000000
HD67|28/07/2021|N|5
VT0|71|42528|2.000000
VT2|80|18610|0.000000
VT2|36|21058|1.000000
VT3|73|19860|4.000000
VT4|90|15841|5.000000
34|LENH HUYNH|LE|0|2
HD68|28/07/2021|X|5
VT5|92|42075|0.000000
VT7|49|30278|1.000000
VT7|66|32750|4.000000
VT7|78|34865|3.000000
VT8|89|12661|2.000000
HD69|28/07/2021|N|5
VT2|56|21369|2.000000
VT3|94|18360|2.000000
VT6|40|11735|1.000000
VT7|68|31892|2.000000
VT8|55|39492|2.000000
35|TANG MINH|HONG|1|2
HD70|28/07/2021|X|5
VT3|84|29851|1.000000
VT3|67|37649|3.000000
VT5|60|17208|5.000000
VT8|61|19252|2.000000
VT9|42|26100|0.000000
HD71|28/07/2021|N|5
VT1|70|42544|5.000000
VT1|84|37200|0.000000
VT2|34|16193|3.000000
VT7|56|14919|0.000000
VT9|65|32525|0.000000
36|NGUYEN DINH|HONG|0|2
HD72|28/07/2021|X|5
VT0|88|25834|3.000000
VT1|40|23392|1.000000
VT3|66|30193|5.000000
VT5|88|28529|1.000000
VT8|47|36979|1.000000
HD73|28/07/2021|N|5
VT0|79|37008|2.000000
VT6|86|41276|0.000000
VT7|88|28503|3.000000
VT8|54|21159|5.000000
VT9|84|13449|0.000000
37|PHAM HUYNH|TRI|1|2
HD74|28/07/2021|X|5
VT2|46|20396|5.000000
VT2|34|12741|3.000000
VT3|84|26683|0.000000
VT6|90|22074|5.000000
VT9|64|38761|2.000000
HD75|28/07/2021|N|5
VT0|74|13517|0.000000
VT1|67|28882|1.000000
VT4|36|12599|0.000000
VT8|83|22105|1.000000
VT8|95|37032|4.000000
38|TANG VAN|DUC|0|2
HD76|28/07/2021|X|5
VT4|87|25565|0.000000
VT6|66|19916|2.000000
VT7|87|33729|1.000000
VT8|63|34676|1.000000
VT9|85|35058|0.000000
HD77|28/07/2021|N|5
VT2|71|16748|0.000000
VT2|61|21243|2.000000
VT4|59|26446|3.000000
VT8|67|15055|3.000000
VT9|30|39916|5.000000
39|HOANG VAN|TRI|1|2
HD78|28/07/2021|X|5
VT0|68|36052|1.000000
VT1|51|19815|1.000000
VT3|48|18394|5.000000
VT7|76|41226|5.000000
VT9|58|32912|3.000000
HD79|28/07/2021|N|5
VT1|33|41947|2.000000
VT3|68|23865|2.000000
VT5|30|23489|5.000000
VT5|35|37065|3.000000
VT8|78|31078|4.000000
40|MAI DINH|BUOI|0|2
HD80|28/07/2021|X|5
VT1|31|16538|1.000000
VT1|69|12187|5.000000
VT2|94|14882|1.000000
VT7|82|37432|5.000000
VT8|64|19646|1.000000
HD81|28/07/2021|N|5
VT1|72|32431|5.000000
VT3|94|21777|5.000000
VT5|76|12028|0.000000
VT7|70|32106|5.000000
VT9|42|40422|2.000000
41|LE HUYNH|BUOI|1|2
HD82|28/07/2021|X|5
VT3|65|38888|2.000000
VT4|88|19253|3.000000
VT6|57|11774|2.000000
VT6|47|36281|5.000000
VT7|66|37124|3.000000
HD83|28/07/2021|N|5
VT0|89|34353|3.000000
VT0|43|24801|3.000000
VT1|35|33245|2.000000
VT5|70|36363|1.000000
VT7|90|38680|4.000000
42|MAI DINH|MIT|0|2
HD84|28/07/2021|X|5
VT1|62|18805|2.000000
VT2|45|12529|0.000000
VT6|93|14381|4.000000
VT9|95|19320|5.000000
VT9|61|28110|5.000000
HD85|28/07/2021|N|5
VT6|30|26697|0.000000
VT8|75|12206|4.000000
VT8|76|21293|4.000000
VT9|65|38978|1.000000
VT9|43|24788|2.000000
43|HOANG DINH|HOA|1|2
HD86|28/07/2021|X|5
VT0|85|30710|3.000000
VT5|84|16085|4.000000
VT6|90|13684|2.000000
VT8|32|22097|0.000000
VT9|62|21785|5.000000
HD87|28/07/2021|N|5
VT1|35|27604|4.000000
VT1|35|17267|4.000000
VT4|54|36431|1.000000
VT6|34|24507|1.000000
VT8|49|14693|1.000000
44|DO VAN|TRI|0|2
HD88|28/07/2021|X|5
VT2|38|27537|4.000000
VT3|93|18217|4.000000
VT3|61|26584|3.000000
VT5|63|23289|1.000000
VT8|39|39022|2.000000
HD89|28/07/2021|N|5
VT0|57|24868|3.000000
VT4|84|31781|0.000000
VT4|91|29095|5.000000
VT6|51|13343|2.000000
VT7|91|25665|0.000000
45|NGUYEN VAN|DUC|1|2
HD90|28/07/2021|X|5
VT0|36|36835|0.000000
VT6|41|12095|0.000000
VT8|79|27040|3.000000
VT8|54|13251|1.000000
VT9|79|30663|1.000000
HD91|28/07/2021|N|5
VT5|56|31962|0.000000
VT5|79|20440|4.000000
VT5|75|15725|4.000000
VT7|44|41202|0.000000
VT9|88|19156|0.000000
46|DO DINH|BUOI|0|2
HD92|28/07/2021|X|5
VT0|83|10707|2.000000
VT0|44|18546|5.000000
VT0|46|22076|5.000000
VT1|37|33588|2.000000
VT7|67|18880|2.000000
HD93|28/07/2021|N|5
VT2|44|19248|2.000000
VT2|67|28136|0.000000
VT3|51|10742|0.000000
VT5|85|29396|1.000000
VT7|58|19714|0.000000
47|DO MINH|LONG|1|2
HD94|28/07/2021|X|5
VT2|39|18753|1.000000
VT3|31|32640|1.000000
VT5|79|34791|5.000000
VT5|31|22759|1.000000
VT7|81|17042|1.000000
HD95|28/07/2021|N|5
VT0|78|25814|4.000000
VT3|53|16540|2.000000
VT3|90|17229|0.000000
VT4|68|31487|0.000000
VT9|53|40470|5.000000
48|TANG DINH|DUC|0|2
HD96|28/07/2021|X|5
VT1|83|38470|3.000000
VT2|87|30135|4.000000
VT3|95|12088|3.000000
VT5|59|14978|2.000000
VT8|63|34710|5.000000
HD97|28/07/2021|N|5
VT1|89|29105|3.000000
VT3|44|24790|5.000000
VT8|76|24844|1.000000
VT8|31|13545|4.000000
VT9|31|13134|5.000000
49|TANG HUYNH|HUE|1|4
HD98|28/07/2021|X|5
VT0|83|17604|5.000000
VT1|94|33445|3.000000
VT1|95|32363|1.000000
VT7|67|33692|5.000000
VT8|55|39264|5.000000
HD99|28/07/2021|N|5
VT1|30|25022|3.000000
VT2|53|42707|0.000000
VT4|85|32290|0.000000
VT5|57|18055|2.000000
VT9|54|29882|0.000000
HD101|04/08/2021|X|2
VT0|12|5000|5.000000
VT1|5|10000|2.000000
HD102|04/08/2021|N|3
VT0|12|12|3.000000
VT1|5|300|1.000000
VT10|20|500|0.000000
